TOPIC	HIT_ID	WORKER_ID	DOC_ID	TRUTH	LABEL
20046	x0019	worker7	document1589	-1	0
20046	x0019	worker96	document1586	-1	1
20046	x0019	worker96	document1587	-1	0
20046	x0019	worker96	document1588	-1	1
20046	x0019	worker96	document1589	-1	1
20046	x0020	worker18	document1590	-1	1
20046	x0020	worker18	document1591	-1	0
20046	x0020	worker18	document1592	-1	0
20046	x0020	worker18	document1593	-1	1
20046	x0020	worker18	document1594	-1	0
20046	x0020	worker1	document1590	-1	1
20046	x0020	worker1	document1591	-1	1
20046	x0020	worker1	document1592	-1	1
20046	x0020	worker1	document1593	-1	1
20046	x0020	worker1	document1594	-1	1
20046	x0020	worker2	document1590	-1	1
20046	x0020	worker2	document1591	-1	0
20046	x0020	worker2	document1592	-1	0
20046	x0020	worker2	document1593	-1	1
20046	x0020	worker2	document1594	-1	0
20046	x0020	worker3	document1590	-1	0
20046	x0020	worker3	document1591	-1	0
20046	x0020	worker3	document1592	-1	0
20046	x0020	worker3	document1593	-1	0
20046	x0020	worker3	document1594	-1	0
20046	x0020	worker6	document1590	-1	1
20046	x0020	worker6	document1591	-1	0
20046	x0020	worker6	document1592	-1	0
20046	x0020	worker6	document1593	-1	1
20046	x0020	worker6	document1594	-1	0
20046	x0021	worker12	document1595	-1	0
20046	x0021	worker12	document1596	-1	0
20046	x0021	worker12	document1597	-1	1
20046	x0021	worker2	document1595	-1	0
20046	x0021	worker2	document1596	-1	0
20046	x0021	worker2	document1597	-1	1
20046	x0021	worker3	document1595	-1	0
20046	x0021	worker3	document1596	-1	0
20046	x0021	worker3	document1597	-1	0
20046	x0021	worker6	document1595	-1	0
20046	x0021	worker6	document1596	-1	0
20046	x0021	worker6	document1597	-1	1
20048	x0000	worker102	document3829	1	0
20048	x0000	worker102	document3830	-1	0
20048	x0000	worker102	document3831	-1	0
20048	x0000	worker102	document3832	-1	0
20048	x0000	worker102	document3833	-1	0
20048	x0000	worker106	document3829	1	1
20048	x0000	worker106	document3830	-1	0
20048	x0000	worker106	document3831	-1	0
20048	x0000	worker106	document3832	-1	0
20048	x0000	worker106	document3833	-1	0
20048	x0000	worker118	document3829	1	1
20048	x0000	worker118	document3830	-1	0
20048	x0000	worker118	document3831	-1	0
20048	x0000	worker118	document3832	-1	0
20048	x0000	worker118	document3833	-1	0
20048	x0000	worker126	document3829	1	1
20048	x0000	worker126	document3830	-1	0
20048	x0000	worker126	document3831	-1	0
20048	x0000	worker126	document3832	-1	0
20048	x0000	worker126	document3833	-1	0
20048	x0000	worker200	document3829	1	1
20048	x0000	worker200	document3830	-1	1
20048	x0000	worker200	document3831	-1	0
20048	x0000	worker200	document3832	-1	0
20048	x0000	worker200	document3833	-1	0
20048	x0001	worker102	document3834	-1	0
20048	x0001	worker102	document3835	-1	0
20048	x0001	worker102	document3836	-1	0
20048	x0001	worker102	document3837	-1	0
20048	x0001	worker102	document3838	1	0
20048	x0001	worker106	document3834	-1	0
20048	x0001	worker106	document3835	-1	0
20048	x0001	worker106	document3836	-1	1
20048	x0001	worker106	document3837	-1	0
20048	x0001	worker106	document3838	1	1
20048	x0001	worker113	document3834	-1	1
20048	x0001	worker113	document3835	-1	0
20048	x0001	worker113	document3836	-1	0
20048	x0001	worker113	document3837	-1	1
20048	x0001	worker113	document3838	1	0
20048	x0001	worker115	document3834	-1	0
20048	x0001	worker115	document3835	-1	0
20048	x0001	worker115	document3836	-1	0
20048	x0001	worker115	document3837	-1	0
20048	x0001	worker115	document3838	1	0
20048	x0001	worker126	document3834	-1	0
20048	x0001	worker126	document3835	-1	1
20048	x0001	worker126	document3836	-1	0
20048	x0001	worker126	document3837	-1	0
20048	x0001	worker126	document3838	1	1
20048	x0002	worker101	document3839	-1	1
20048	x0002	worker101	document3840	-1	1
20048	x0002	worker101	document3841	-1	1
20048	x0002	worker101	document3842	-1	1
20048	x0002	worker101	document3843	0	1
20048	x0002	worker102	document3839	-1	0
20048	x0002	worker102	document3840	-1	0
20048	x0002	worker102	document3841	-1	0
20048	x0002	worker102	document3842	-1	0
20048	x0002	worker102	document3843	0	0
20048	x0002	worker111	document3839	-1	1
20048	x0002	worker111	document3840	-1	1
20048	x0002	worker111	document3841	-1	1
20048	x0002	worker111	document3842	-1	1
20048	x0002	worker111	document3843	0	0
20048	x0002	worker120	document3839	-1	1
20048	x0002	worker120	document3840	-1	1
20048	x0002	worker120	document3841	-1	1
20048	x0002	worker120	document3842	-1	1
20048	x0002	worker120	document3843	0	0
20048	x0002	worker204	document3839	-1	0
20048	x0002	worker204	document3840	-1	0
20048	x0002	worker204	document3841	-1	1
20048	x0002	worker204	document3842	-1	0
20048	x0002	worker204	document3843	0	1
20048	x0003	worker101	document3844	-1	1
20048	x0003	worker101	document3845	-1	1
20048	x0003	worker101	document3846	-1	1
20048	x0003	worker101	document3847	-1	1
20048	x0003	worker101	document3848	-1	1
20048	x0003	worker102	document3844	-1	0
20048	x0003	worker102	document3845	-1	0
20048	x0003	worker102	document3846	-1	0
20048	x0003	worker102	document3847	-1	0
20048	x0003	worker102	document3848	-1	0
20048	x0003	worker116	document3844	-1	1
20048	x0003	worker116	document3845	-1	0
20048	x0003	worker116	document3846	-1	1
20048	x0003	worker116	document3847	-1	0
20048	x0003	worker116	document3848	-1	0
20048	x0003	worker126	document3844	-1	1
20048	x0003	worker126	document3845	-1	0
20048	x0003	worker126	document3846	-1	0
20048	x0003	worker126	document3847	-1	0
20048	x0003	worker126	document3848	-1	0
20048	x0003	worker18	document3844	-1	1
20048	x0003	worker18	document3845	-1	0
20048	x0003	worker18	document3846	-1	0
20048	x0003	worker18	document3847	-1	0
20048	x0003	worker18	document3848	-1	0
20048	x0004	worker101	document3849	-1	1
20048	x0004	worker101	document3850	-1	1
20048	x0004	worker101	document3851	-1	1
20048	x0004	worker101	document3852	-1	1
20048	x0004	worker101	document3853	-1	1
20048	x0004	worker102	document3849	-1	0
20048	x0004	worker102	document3850	-1	0
20048	x0004	worker102	document3851	-1	0
20048	x0004	worker102	document3852	-1	0
20048	x0004	worker102	document3853	-1	0
20048	x0004	worker115	document3849	-1	1
20048	x0004	worker115	document3850	-1	1
20048	x0004	worker115	document3851	-1	0
20048	x0004	worker115	document3852	-1	1
20048	x0004	worker119	document3849	-1	1
20048	x0004	worker119	document3850	-1	1
20048	x0004	worker119	document3851	-1	0
20048	x0004	worker119	document3852	-1	1
20048	x0004	worker187	document3849	-1	0
20048	x0004	worker187	document3850	-1	0
20048	x0004	worker187	document3851	-1	0
20048	x0004	worker187	document3852	-1	1
20048	x0004	worker187	document3853	-1	0
20048	x0005	worker102	document3854	1	0
20048	x0005	worker102	document3855	-1	0
20048	x0005	worker102	document3856	-1	0
20048	x0005	worker102	document3857	-1	0
20048	x0005	worker108	document3854	1	1
20048	x0005	worker108	document3855	-1	1
20048	x0005	worker108	document3856	-1	1
20048	x0005	worker108	document3857	-1	1
20048	x0005	worker108	document3858	-1	1
20048	x0005	worker110	document3854	1	1
20048	x0005	worker110	document3855	-1	1
20048	x0005	worker110	document3856	-1	1
20048	x0005	worker110	document3857	-1	1
20048	x0005	worker110	document3858	-1	1
20048	x0005	worker121	document3854	1	1
20048	x0005	worker121	document3855	-1	0
20048	x0005	worker121	document3856	-1	0
20048	x0005	worker121	document3857	-1	0
20048	x0005	worker121	document3858	-1	0
20048	x0005	worker140	document3854	1	1
20048	x0005	worker140	document3855	-1	1
20048	x0005	worker140	document3856	-1	1
20048	x0005	worker140	document3857	-1	1
20048	x0005	worker140	document3858	-1	1
20048	x0006	worker102	document3859	-1	0
20048	x0006	worker102	document3860	-1	0
20048	x0006	worker102	document3861	-1	0
20048	x0006	worker102	document3862	-1	0
20048	x0006	worker102	document3863	-1	0
20048	x0006	worker103	document3859	-1	1
20048	x0006	worker103	document3860	-1	0
20048	x0006	worker103	document3861	-1	1
20048	x0006	worker103	document3862	-1	1
20048	x0006	worker103	document3863	-1	1
20048	x0006	worker113	document3860	-1	1
20048	x0006	worker113	document3861	-1	1
20048	x0006	worker113	document3862	-1	0
20048	x0006	worker113	document3863	-1	1
20048	x0006	worker133	document3859	-1	1
20048	x0006	worker133	document3860	-1	1
20048	x0006	worker133	document3861	-1	1
20048	x0006	worker133	document3862	-1	1
20048	x0006	worker99	document3859	-1	1
20048	x0006	worker99	document3860	-1	1
20048	x0006	worker99	document3861	-1	0
20048	x0006	worker99	document3862	-1	1
20048	x0007	worker101	document3864	-1	1
20048	x0007	worker101	document3865	-1	1
20048	x0007	worker101	document3866	-1	1
20048	x0007	worker101	document3867	-1	1
20048	x0007	worker101	document3868	0	1
20048	x0007	worker102	document3864	-1	0
20048	x0007	worker102	document3865	-1	0
20048	x0007	worker102	document3866	-1	0
20048	x0007	worker102	document3867	-1	0
20048	x0007	worker102	document3868	0	0
20048	x0007	worker108	document3864	-1	1
20048	x0007	worker108	document3865	-1	1
20048	x0007	worker108	document3866	-1	1
20048	x0007	worker108	document3867	-1	1
20048	x0007	worker121	document3864	-1	0
20048	x0007	worker121	document3865	-1	0
20048	x0007	worker121	document3866	-1	0
20048	x0007	worker121	document3867	-1	0
20048	x0007	worker121	document3868	0	0
20048	x0007	worker259	document3864	-1	0
20048	x0007	worker259	document3865	-1	0
20048	x0007	worker259	document3866	-1	0
20048	x0007	worker259	document3867	-1	1
20048	x0008	worker101	document3869	-1	1
20048	x0008	worker101	document3870	-1	1
20048	x0008	worker101	document3871	-1	1
20048	x0008	worker101	document3872	-1	1
20048	x0008	worker101	document3873	-1	1
20048	x0008	worker102	document3869	-1	0
20048	x0008	worker102	document3870	-1	0
20048	x0008	worker102	document3871	-1	0
20048	x0008	worker102	document3872	-1	0
20048	x0008	worker102	document3873	-1	0
20048	x0008	worker113	document3869	-1	0
20048	x0008	worker113	document3870	-1	1
20048	x0008	worker126	document3869	-1	0
20048	x0008	worker126	document3870	-1	0
20048	x0008	worker126	document3871	-1	0
20048	x0008	worker126	document3872	-1	0
20048	x0008	worker126	document3873	-1	0
20048	x0008	worker57	document3869	-1	0
20048	x0008	worker57	document3870	-1	0
20048	x0008	worker57	document3871	-1	0
20048	x0008	worker57	document3872	-1	0
20048	x0008	worker57	document3873	-1	0
20048	x0009	worker102	document3874	-1	0
20048	x0009	worker102	document3875	-1	0
20048	x0009	worker102	document3876	-1	0
20048	x0009	worker102	document3877	-1	0
20048	x0009	worker102	document3878	-1	0
20048	x0009	worker112	document3874	-1	1
20048	x0009	worker112	document3875	-1	1
20048	x0009	worker112	document3876	-1	1
20048	x0009	worker112	document3877	-1	0
20048	x0009	worker112	document3878	-1	1
20048	x0009	worker126	document3874	-1	0
20048	x0009	worker126	document3875	-1	0
20048	x0009	worker126	document3876	-1	1
20048	x0009	worker126	document3877	-1	0
20048	x0009	worker126	document3878	-1	0
20048	x0009	worker135	document3874	-1	0
20048	x0009	worker135	document3875	-1	0
20048	x0009	worker135	document3876	-1	1
20048	x0009	worker135	document3877	-1	1
20048	x0009	worker135	document3878	-1	0
20048	x0009	worker32	document3874	-1	1
20048	x0009	worker32	document3875	-1	0
20048	x0009	worker32	document3876	-1	1
20048	x0009	worker32	document3877	-1	1
20048	x0009	worker32	document3878	-1	0
20048	x0010	worker102	document3879	-1	0
20048	x0010	worker102	document3880	-1	0
20048	x0010	worker102	document3881	-1	0
20048	x0010	worker102	document3882	-1	0
20048	x0010	worker102	document3883	-1	0
20048	x0010	worker103	document3879	-1	1
20048	x0010	worker103	document3880	-1	1
20048	x0010	worker103	document3881	-1	1
20048	x0010	worker103	document3882	-1	0
20048	x0010	worker103	document3883	-1	1
20048	x0010	worker109	document3879	-1	1
20048	x0010	worker109	document3880	-1	1
20048	x0010	worker238	document3879	-1	1
20048	x0010	worker238	document3880	-1	0
20048	x0010	worker238	document3881	-1	1
20048	x0010	worker238	document3882	-1	1
20048	x0010	worker238	document3883	-1	1
20048	x0010	worker32	document3879	-1	1
20048	x0010	worker32	document3880	-1	0
20048	x0010	worker32	document3881	-1	1
20048	x0010	worker32	document3882	-1	1
20048	x0010	worker32	document3883	-1	1
20048	x0011	worker101	document3884	-1	1
20048	x0011	worker101	document3885	0	1
20048	x0011	worker101	document3886	-1	1
20048	x0011	worker101	document3887	-1	1
20048	x0011	worker101	document3888	-1	1
20048	x0011	worker102	document3884	-1	0
20048	x0011	worker102	document3885	0	0
20048	x0011	worker102	document3886	-1	0
20048	x0011	worker102	document3887	-1	0
20048	x0011	worker102	document3888	-1	0
20048	x0011	worker108	document3884	-1	1
20048	x0011	worker108	document3885	0	1
20048	x0011	worker108	document3886	-1	1
20048	x0011	worker108	document3887	-1	1
20048	x0011	worker108	document3888	-1	1
20048	x0011	worker115	document3884	-1	1
20048	x0011	worker115	document3885	0	0
20048	x0011	worker115	document3886	-1	1
20048	x0011	worker115	document3887	-1	0
20048	x0011	worker115	document3888	-1	1
20048	x0011	worker145	document3884	-1	1
20048	x0011	worker145	document3885	0	0
20048	x0011	worker145	document3886	-1	0
20048	x0011	worker145	document3887	-1	1
20048	x0011	worker145	document3888	-1	0
20048	x0012	worker102	document3889	-1	0
20048	x0012	worker102	document3890	-1	0
20048	x0012	worker102	document3891	-1	0
20048	x0012	worker102	document3892	-1	0
20048	x0012	worker102	document3893	-1	0
20048	x0012	worker126	document3889	-1	1
20048	x0012	worker126	document3890	-1	0
20048	x0012	worker126	document3891	-1	0
20048	x0012	worker126	document3892	-1	0
20048	x0012	worker126	document3893	-1	1
20048	x0012	worker131	document3889	-1	1
20048	x0012	worker131	document3890	-1	1
20048	x0012	worker131	document3891	-1	1
20048	x0012	worker131	document3892	-1	0
20048	x0012	worker131	document3893	-1	1
20048	x0012	worker230	document3889	-1	0
20048	x0012	worker230	document3890	-1	0
20048	x0012	worker230	document3891	-1	1
20048	x0012	worker230	document3892	-1	0
20048	x0012	worker230	document3893	-1	1
20048	x0012	worker32	document3889	-1	1
20048	x0012	worker32	document3890	-1	1
20048	x0012	worker32	document3891	-1	0
20048	x0012	worker32	document3892	-1	1
20048	x0012	worker32	document3893	-1	1
20048	x0013	worker101	document3894	-1	1
20048	x0013	worker101	document3895	-1	1
20048	x0013	worker101	document3896	-1	1
20048	x0013	worker101	document3897	-1	1
20048	x0013	worker101	document3898	-1	1
20048	x0013	worker102	document3894	-1	0
20048	x0013	worker102	document3895	-1	0
20048	x0013	worker102	document3896	-1	0
20048	x0013	worker102	document3897	-1	0
20048	x0013	worker102	document3898	-1	0
20048	x0013	worker118	document3894	-1	0
20048	x0013	worker118	document3895	-1	0
20048	x0013	worker118	document3896	-1	0
20048	x0013	worker118	document3897	-1	0
20048	x0013	worker118	document3898	-1	1
20048	x0013	worker18	document3894	-1	0
20048	x0013	worker18	document3895	-1	0
20048	x0013	worker18	document3896	-1	0
20048	x0013	worker18	document3897	-1	0
20048	x0013	worker18	document3898	-1	1
20048	x0013	worker231	document3894	-1	1
20048	x0013	worker231	document3895	-1	1
20048	x0013	worker231	document3896	-1	1
20048	x0013	worker231	document3897	-1	1
20048	x0013	worker231	document3898	-1	1
20048	x0014	worker101	document3899	-1	1
20048	x0014	worker101	document3900	-1	1
20048	x0014	worker101	document3901	-1	1
20048	x0014	worker101	document3902	1	1
20048	x0014	worker101	document3903	-1	1
20048	x0014	worker102	document3899	-1	0
20048	x0014	worker102	document3900	-1	0
20048	x0014	worker102	document3901	-1	0
20048	x0014	worker102	document3902	1	0
20048	x0014	worker102	document3903	-1	0
20048	x0014	worker108	document3899	-1	1
20048	x0014	worker108	document3900	-1	1
20048	x0014	worker108	document3901	-1	1
20048	x0014	worker115	document3899	-1	1
20048	x0014	worker115	document3900	-1	0
20048	x0014	worker115	document3901	-1	1
20048	x0014	worker115	document3902	1	0
20048	x0014	worker115	document3903	-1	0
20048	x0014	worker118	document3899	-1	0
20048	x0014	worker118	document3900	-1	1
20048	x0014	worker118	document3901	-1	1
20048	x0014	worker118	document3902	1	1
20048	x0014	worker118	document3903	-1	0
20048	x0015	worker102	document3904	-1	0
20048	x0015	worker102	document3905	-1	0
20048	x0015	worker102	document3906	-1	0
20048	x0015	worker102	document3907	1	0
20048	x0015	worker102	document3908	-1	0
20048	x0015	worker121	document3904	-1	0
20048	x0015	worker121	document3905	-1	0
20048	x0015	worker121	document3906	-1	0
20048	x0015	worker121	document3907	1	0
20048	x0015	worker121	document3908	-1	0
20048	x0015	worker140	document3904	-1	1
20048	x0015	worker140	document3905	-1	1
20048	x0015	worker140	document3906	-1	1
20048	x0015	worker140	document3907	1	1
20048	x0015	worker140	document3908	-1	0
20048	x0015	worker213	document3904	-1	0
20048	x0015	worker213	document3905	-1	0
20048	x0015	worker213	document3906	-1	0
20048	x0015	worker213	document3907	1	0
20048	x0015	worker213	document3908	-1	0
20048	x0015	worker76	document3904	-1	1
20048	x0015	worker76	document3905	-1	1
20048	x0015	worker76	document3906	-1	1
20048	x0015	worker76	document3907	1	0
20048	x0015	worker76	document3908	-1	1
20048	x0016	worker102	document3909	-1	0
20048	x0016	worker102	document3910	-1	0
20048	x0016	worker102	document3911	-1	0
20048	x0016	worker102	document3912	-1	0
20048	x0016	worker102	document3913	-1	0
20048	x0016	worker105	document3909	-1	1
20048	x0016	worker105	document3911	-1	1
20048	x0016	worker105	document3912	-1	1
20048	x0016	worker105	document3913	-1	1
20048	x0016	worker115	document3909	-1	1
20048	x0016	worker115	document3910	-1	1
20048	x0016	worker115	document3911	-1	1
20048	x0016	worker115	document3912	-1	1
20048	x0016	worker115	document3913	-1	1
20048	x0016	worker118	document3909	-1	1
20048	x0016	worker118	document3910	-1	0
20048	x0016	worker118	document3911	-1	1
20048	x0016	worker118	document3912	-1	1
20048	x0016	worker118	document3913	-1	0
20048	x0016	worker126	document3909	-1	1
20048	x0016	worker126	document3910	-1	0
20048	x0016	worker126	document3911	-1	0
20048	x0016	worker126	document3912	-1	1
20048	x0016	worker126	document3913	-1	0
20048	x0017	worker102	document3914	-1	0
20048	x0017	worker102	document3915	-1	0
20048	x0017	worker102	document3916	-1	0
20048	x0017	worker102	document3917	-1	0
20048	x0017	worker102	document3918	-1	0
20048	x0017	worker106	document3914	-1	1
20048	x0017	worker106	document3915	-1	0
20048	x0017	worker106	document3916	-1	0
20048	x0017	worker106	document3917	-1	0
20048	x0017	worker106	document3918	-1	1
20048	x0017	worker113	document3914	-1	1
20048	x0017	worker115	document3914	-1	1
20048	x0017	worker115	document3915	-1	0
20048	x0017	worker115	document3916	-1	0
20048	x0017	worker115	document3917	-1	0
20048	x0017	worker115	document3918	-1	1
20048	x0017	worker1	document3914	-1	1
20048	x0017	worker1	document3915	-1	1
20048	x0017	worker1	document3916	-1	1
20048	x0017	worker1	document3917	-1	1
20048	x0017	worker1	document3918	-1	1
20048	x0018	worker101	document3919	-1	1
20048	x0018	worker101	document3920	-1	1
20048	x0018	worker101	document3921	-1	1
20048	x0018	worker101	document3922	-1	1
20048	x0018	worker102	document3919	-1	0
20048	x0018	worker102	document3920	-1	0
20048	x0018	worker102	document3921	-1	0
20048	x0018	worker102	document3922	-1	0
20048	x0018	worker104	document3919	-1	1
20048	x0018	worker104	document3920	-1	0
20048	x0018	worker104	document3921	-1	1
20048	x0018	worker104	document3922	-1	0
20048	x0018	worker110	document3919	-1	1
20048	x0018	worker110	document3920	-1	1
20048	x0018	worker110	document3921	-1	1
20048	x0018	worker110	document3922	-1	1
20048	x0018	worker121	document3919	-1	1
20048	x0018	worker121	document3920	-1	0
20048	x0018	worker121	document3921	-1	0
20048	x0018	worker121	document3922	-1	0
20048	x0019	worker101	document3923	1	1
20048	x0019	worker101	document3924	-1	1
20048	x0019	worker101	document3925	-1	1
20048	x0019	worker101	document3926	-1	1
20048	x0019	worker101	document3927	-1	1
20048	x0019	worker102	document3923	1	0
20048	x0019	worker102	document3924	-1	0
20048	x0019	worker102	document3925	-1	0
20048	x0019	worker102	document3926	-1	0
20048	x0019	worker102	document3927	-1	0
20048	x0019	worker103	document3923	1	1
20048	x0019	worker103	document3924	-1	1
20048	x0019	worker103	document3925	-1	0
20048	x0019	worker103	document3926	-1	1
20048	x0019	worker103	document3927	-1	1
20048	x0019	worker126	document3923	1	1
20048	x0019	worker126	document3924	-1	0
20048	x0019	worker126	document3925	-1	1
20048	x0019	worker126	document3926	-1	0
20048	x0019	worker126	document3927	-1	1
20048	x0019	worker151	document3923	1	1
20048	x0019	worker151	document3924	-1	1
20048	x0019	worker151	document3925	-1	1
20048	x0019	worker151	document3926	-1	1
20048	x0019	worker151	document3927	-1	1
20048	x0020	worker102	document3928	-1	0
20048	x0020	worker102	document3929	-1	0
20048	x0020	worker102	document3930	-1	0
20048	x0020	worker102	document3931	-1	0
20048	x0020	worker102	document3932	-1	0
20048	x0020	worker103	document3928	-1	1
20048	x0020	worker103	document3929	-1	1
20048	x0020	worker103	document3930	-1	1
20048	x0020	worker103	document3931	-1	0
20048	x0020	worker103	document3932	-1	1
20048	x0020	worker105	document3928	-1	1
20048	x0020	worker105	document3929	-1	1
20048	x0020	worker105	document3930	-1	1
20048	x0020	worker105	document3931	-1	1
20048	x0020	worker105	document3932	-1	1
20048	x0020	worker108	document3928	-1	1
20048	x0020	worker108	document3929	-1	1
20048	x0020	worker108	document3930	-1	1
20048	x0020	worker108	document3931	-1	1
20048	x0020	worker108	document3932	-1	1
20048	x0020	worker113	document3928	-1	1
20048	x0020	worker113	document3929	-1	0
20048	x0020	worker113	document3930	-1	1
20048	x0020	worker113	document3931	-1	1
20048	x0020	worker113	document3932	-1	1
20050	x0000	worker102	document3247	-1	0
20050	x0000	worker102	document3263	-1	0
20050	x0000	worker102	document3268	-1	0
20050	x0000	worker102	document3933	0	0
20050	x0000	worker102	document3934	-1	0
20050	x0000	worker115	document3247	-1	1
20050	x0000	worker115	document3263	-1	1
20050	x0000	worker115	document3268	-1	1
20050	x0000	worker115	document3933	0	1
20050	x0000	worker115	document3934	-1	1
20050	x0000	worker210	document3263	-1	0
20050	x0000	worker210	document3268	-1	0
20050	x0000	worker210	document3933	0	0
20050	x0000	worker210	document3934	-1	0
20050	x0000	worker260	document3247	-1	1
20050	x0000	worker260	document3263	-1	1
20050	x0000	worker260	document3268	-1	1
20050	x0000	worker260	document3933	0	1
20050	x0000	worker260	document3934	-1	1
20050	x0000	worker57	document3247	-1	1
20050	x0000	worker57	document3263	-1	0
20050	x0000	worker57	document3268	-1	0
20050	x0000	worker57	document3933	0	1
20050	x0000	worker57	document3934	-1	0
20050	x0001	worker101	document3265	-1	1
20050	x0001	worker101	document3266	-1	1
20050	x0001	worker101	document3267	-1	1
20050	x0001	worker101	document3270	-1	1
20050	x0001	worker101	document3935	1	1
20050	x0001	worker102	document3265	-1	0
20050	x0001	worker102	document3266	-1	0
20050	x0001	worker102	document3267	-1	0
20050	x0001	worker102	document3270	-1	0
20050	x0001	worker102	document3935	1	0
20050	x0001	worker186	document3265	-1	1
20050	x0001	worker186	document3266	-1	1
20050	x0001	worker186	document3267	-1	0
20050	x0001	worker186	document3270	-1	1
20050	x0001	worker186	document3935	1	1
20050	x0001	worker200	document3265	-1	0
20050	x0001	worker200	document3266	-1	0
20050	x0001	worker200	document3267	-1	0
20050	x0001	worker200	document3270	-1	0
20050	x0001	worker200	document3935	1	1
20050	x0001	worker233	document3265	-1	0
20050	x0001	worker233	document3266	-1	0
20050	x0001	worker233	document3267	-1	0
20050	x0001	worker233	document3270	-1	0
20050	x0001	worker233	document3935	1	1
20050	x0002	worker101	document3936	-1	1
20050	x0002	worker101	document3937	-1	1
20050	x0002	worker101	document3938	-1	1
20050	x0002	worker101	document3939	1	1
20050	x0002	worker101	document3940	-1	1
20050	x0002	worker102	document3936	-1	0
20050	x0002	worker102	document3937	-1	0
20050	x0002	worker102	document3938	-1	0
20050	x0002	worker102	document3939	1	0
20050	x0002	worker102	document3940	-1	0
20050	x0002	worker103	document3936	-1	1
20050	x0002	worker103	document3937	-1	1
20050	x0002	worker103	document3938	-1	1
20050	x0002	worker103	document3939	1	0
20050	x0002	worker103	document3940	-1	1
20050	x0002	worker113	document3936	-1	1
20050	x0002	worker113	document3937	-1	1
20050	x0002	worker261	document3936	-1	0
20050	x0002	worker261	document3937	-1	0
20050	x0002	worker261	document3938	-1	0
20050	x0002	worker261	document3939	1	0
20050	x0002	worker261	document3940	-1	0
20050	x0003	worker102	document3941	-1	0
20050	x0003	worker102	document3942	-1	0
20050	x0003	worker102	document3943	-1	0
20050	x0003	worker102	document3944	-1	0
20050	x0003	worker102	document3945	-1	0
20050	x0003	worker108	document3941	-1	1
20050	x0003	worker108	document3942	-1	1
20050	x0003	worker108	document3943	-1	1
20050	x0003	worker108	document3945	-1	1
20050	x0003	worker141	document3941	-1	0
20050	x0003	worker141	document3942	-1	0
20050	x0003	worker141	document3943	-1	0
20050	x0003	worker141	document3944	-1	1
20050	x0003	worker212	document3941	-1	0
20050	x0003	worker212	document3942	-1	0
20050	x0003	worker212	document3943	-1	0
20050	x0003	worker212	document3944	-1	1
20050	x0004	worker102	document3946	-1	0
20050	x0004	worker102	document3947	-1	0
20050	x0004	worker102	document3948	-1	0
20050	x0004	worker102	document3949	-1	0
20050	x0004	worker102	document3950	-1	0
20050	x0004	worker124	document3946	-1	1
20050	x0004	worker124	document3947	-1	1
20050	x0004	worker124	document3948	-1	0
20050	x0004	worker124	document3949	-1	1
20050	x0004	worker124	document3950	-1	1
20050	x0004	worker126	document3946	-1	0
20050	x0004	worker126	document3947	-1	0
20050	x0004	worker126	document3948	-1	1
20050	x0004	worker126	document3949	-1	0
20050	x0004	worker126	document3950	-1	0
20050	x0004	worker204	document3946	-1	1
20050	x0004	worker204	document3947	-1	1
20050	x0004	worker204	document3948	-1	1
20050	x0004	worker204	document3949	-1	0
20050	x0004	worker204	document3950	-1	1
20050	x0004	worker25	document3946	-1	1
20050	x0004	worker25	document3947	-1	1
20050	x0004	worker25	document3948	-1	1
20050	x0004	worker25	document3949	-1	1
20050	x0004	worker25	document3950	-1	1
20050	x0005	worker101	document3951	-1	1
20050	x0005	worker101	document3952	-1	1
20050	x0005	worker101	document3953	-1	1
20050	x0005	worker101	document3954	1	1
20050	x0005	worker101	document3955	-1	1
20050	x0005	worker102	document3951	-1	0
20050	x0005	worker102	document3952	-1	0
20050	x0005	worker102	document3953	-1	0
20050	x0005	worker102	document3954	1	0
20050	x0005	worker102	document3955	-1	0
20050	x0005	worker108	document3951	-1	1
20050	x0005	worker108	document3952	-1	1
20050	x0005	worker108	document3953	-1	1
20050	x0005	worker108	document3954	1	1
20050	x0005	worker108	document3955	-1	1
20050	x0005	worker110	document3951	-1	1
20050	x0005	worker110	document3952	-1	1
20050	x0005	worker110	document3953	-1	1
20050	x0005	worker110	document3954	1	1
20050	x0005	worker110	document3955	-1	1
20050	x0005	worker118	document3951	-1	0
20050	x0005	worker118	document3952	-1	0
20050	x0005	worker118	document3953	-1	1
20050	x0005	worker118	document3954	1	1
20050	x0005	worker118	document3955	-1	0
20050	x0006	worker101	document3956	1	1
20050	x0006	worker101	document3957	-1	1
20050	x0006	worker101	document3958	-1	1
20050	x0006	worker101	document3959	-1	1
20050	x0006	worker101	document3960	-1	1
20050	x0006	worker102	document3956	1	0
20050	x0006	worker102	document3957	-1	0
20050	x0006	worker102	document3958	-1	0
20050	x0006	worker102	document3959	-1	0
20050	x0006	worker102	document3960	-1	0
20050	x0006	worker113	document3957	-1	1
20050	x0006	worker113	document3958	-1	1
20050	x0006	worker113	document3959	-1	1
20050	x0006	worker113	document3960	-1	0
20050	x0006	worker118	document3956	1	1
20050	x0006	worker118	document3957	-1	0
20050	x0006	worker118	document3958	-1	0
20050	x0006	worker118	document3959	-1	0
20050	x0006	worker118	document3960	-1	0
20050	x0006	worker126	document3956	1	1
20050	x0006	worker126	document3957	-1	0
20050	x0006	worker126	document3958	-1	0
